File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR	Biosample stage
ENCFF074KIH	bam	bam		alignments	hg19	ENCSR452DCM	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1, 1_2							/files/ENCFF303BRT/, /files/ENCFF079HLL/	18956562762	ENCODE Processing Pipeline	b284abb15e79c33e93309ba21d474fdf		https://www.encodeproject.org/files/ENCFF074KIH/@@download/ENCFF074KIH.bam				released	s3://encode-public/2017/12/03/77b27811-e52b-41fc-b78c-b61c424718bf/ENCFF074KIH.bam				adult_21_years
ENCFF530ORM	bam	bam		unfiltered alignments	hg19	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF736PJE/, /files/ENCFF565NNH/, /files/ENCFF549HLL/	24854904513	ENCODE Processing Pipeline	0e6c91d29b18f04044f7e329e6cf57cf		https://www.encodeproject.org/files/ENCFF530ORM/@@download/ENCFF530ORM.bam				released	s3://encode-public/2017/09/20/d23283eb-5f60-475b-84d4-a7b091b8c237/ENCFF530ORM.bam				adult_21_years
ENCFF801XJB	bam	bam		alignments	hg19	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF530ORM/	15881549908	ENCODE Processing Pipeline	965077257cdf933427d9c243ab71635c		https://www.encodeproject.org/files/ENCFF801XJB/@@download/ENCFF801XJB.bam				released	s3://encode-public/2017/09/20/e7b3adb0-8f10-4c47-a02c-02684fa6f5cb/ENCFF801XJB.bam				adult_21_years
ENCFF801MAX	bam	bam		unfiltered alignments	hg19	ENCSR522FGG	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF957QCQ/, /files/ENCFF549HLL/	1192985588	ENCODE Processing Pipeline	73199871e9fb1b237b799ffa122ba4ec		https://www.encodeproject.org/files/ENCFF801MAX/@@download/ENCFF801MAX.bam				released	s3://encode-public/2017/09/19/023f854e-3983-4cd8-a58f-e7406f19c207/ENCFF801MAX.bam	low read depth, low spot score			embryonic_108_days
ENCFF085BXU	bam	bam		alignments	hg19	ENCSR522FGG	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF801MAX/	924535282	ENCODE Processing Pipeline	74ad76131755906c0f63d5afc09e49f3		https://www.encodeproject.org/files/ENCFF085BXU/@@download/ENCFF085BXU.bam				released	s3://encode-public/2017/09/19/9130b9a7-cee1-4961-9838-0ba6a66dbc76/ENCFF085BXU.bam	low read depth, low spot score			embryonic_108_days
ENCFF245KJM	bam	bam		unfiltered alignments	hg19	ENCSR945RWN	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF494VGQ/, /files/ENCFF786QGT/, /files/ENCFF421SHB/, /files/ENCFF549HLL/	23004630816	ENCODE Processing Pipeline	94d97285bb79180f151905d4a756682b		https://www.encodeproject.org/files/ENCFF245KJM/@@download/ENCFF245KJM.bam				released	s3://encode-public/2017/09/20/3fa17c61-6fb0-481d-a4ae-48b473200b3e/ENCFF245KJM.bam				embryonic_108_days
ENCFF796LQN	bam	bam		alignments	hg19	ENCSR945RWN	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF245KJM/	17289554963	ENCODE Processing Pipeline	e489c81c36a0e572fab570e8d0dd106c		https://www.encodeproject.org/files/ENCFF796LQN/@@download/ENCFF796LQN.bam				released	s3://encode-public/2017/09/20/830f847c-6985-4a3a-8aba-95a61ef1bdd8/ENCFF796LQN.bam				embryonic_108_days
ENCFF250OSF	bam	bam		unfiltered alignments	hg19	ENCSR141NSQ	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_9							/files/ENCFF071GAV/, /files/ENCFF187JZI/, /files/ENCFF794GZI/, /files/ENCFF845SKM/, /files/ENCFF640KPU/, /files/ENCFF277MLF/, /files/ENCFF461DJI/, /files/ENCFF344TVX/, /files/ENCFF691GAA/, /files/ENCFF549HLL/	4495492504	ENCODE Processing Pipeline	e17dafae172a53462b85dcdcc6a04f1e		https://www.encodeproject.org/files/ENCFF250OSF/@@download/ENCFF250OSF.bam				released	s3://encode-public/2017/09/19/5439cd30-c10b-4f41-9f4f-f9f449856033/ENCFF250OSF.bam				embryonic_104_days
ENCFF127ZSV	bam	bam		alignments	hg19	ENCSR141NSQ	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_9							/files/ENCFF250OSF/	3477267155	ENCODE Processing Pipeline	acc861ba25afeaaee6e53b03ea1e0abb		https://www.encodeproject.org/files/ENCFF127ZSV/@@download/ENCFF127ZSV.bam				released	s3://encode-public/2017/09/19/9c899306-7965-42e5-a646-a739ed8443c8/ENCFF127ZSV.bam				embryonic_104_days
ENCFF725MWB	bam	bam		unfiltered alignments	hg19	ENCSR911LTI	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF750DJO/, /files/ENCFF395PQP/, /files/ENCFF624XMA/, /files/ENCFF037IAM/, /files/ENCFF692VCH/, /files/ENCFF135JIT/, /files/ENCFF326YDP/, /files/ENCFF047PYB/, /files/ENCFF663YXQ/, /files/ENCFF782XPX/, /files/ENCFF891DMO/, /files/ENCFF419BSC/, /files/ENCFF620IJY/, /files/ENCFF486WGC/, /files/ENCFF549HLL/	12733036632	ENCODE Processing Pipeline	490e4d05000e587e855fd5d202e3a410		https://www.encodeproject.org/files/ENCFF725MWB/@@download/ENCFF725MWB.bam				released	s3://encode-public/2017/09/20/851b3edf-3df1-4829-b849-ca0e7868669e/ENCFF725MWB.bam				embryonic_96_days
ENCFF544SGF	bam	bam		alignments	hg19	ENCSR911LTI	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF725MWB/	10368970284	ENCODE Processing Pipeline	561769244943e056e16fed9e9e700e1a		https://www.encodeproject.org/files/ENCFF544SGF/@@download/ENCFF544SGF.bam				released	s3://encode-public/2017/09/20/bb76c07f-b984-4620-8935-980090dd3a29/ENCFF544SGF.bam				embryonic_96_days
ENCFF936VHV	bam	bam		unfiltered alignments	hg19	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF195NTK/, /files/ENCFF477QFV/, /files/ENCFF418KQN/, /files/ENCFF001BBW/, /files/ENCFF001DCU/, /files/ENCFF001BBV/, /files/ENCFF001BBU/, /files/ENCFF549HLL/	17289299815	ENCODE Processing Pipeline	1bf83bec889a0e23982d2ff69d49a6b8		https://www.encodeproject.org/files/ENCFF936VHV/@@download/ENCFF936VHV.bam				released	s3://encode-public/2018/05/07/a73a892f-dbd0-4c68-bfff-b0d11b23f929/ENCFF936VHV.bam	low read depth			
ENCFF413YUX	bam	bam		unfiltered alignments	hg19	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF001DCV/, /files/ENCFF549HLL/	1824767279	ENCODE Processing Pipeline	b4e3d788093b0d747a9c455200b0d9fc		https://www.encodeproject.org/files/ENCFF413YUX/@@download/ENCFF413YUX.bam				released	s3://encode-public/2018/05/07/42ff0641-6971-45d2-8450-042889597ada/ENCFF413YUX.bam	low read depth			
ENCFF397VDV	bam	bam		alignments	hg19	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		1	1_1							/files/ENCFF936VHV/	12711380619	ENCODE Processing Pipeline	4a358df49df8d06b01107aef699c06e1		https://www.encodeproject.org/files/ENCFF397VDV/@@download/ENCFF397VDV.bam				released	s3://encode-public/2018/05/07/55d97e07-0832-4114-b62d-d83fbe36321e/ENCFF397VDV.bam	low read depth			
ENCFF547KVJ	bam	bam		alignments	hg19	ENCSR000ENN	DNase-seq	CL:0002252	epithelial cell of esophagus	primary cell	Homo sapiens											DNA						2010-12-16	ENCODE		see document		2	2_1							/files/ENCFF413YUX/	1405089387	ENCODE Processing Pipeline	eeac1dc1cac8dff8b2dec36dd76c6181		https://www.encodeproject.org/files/ENCFF547KVJ/@@download/ENCFF547KVJ.bam				released	s3://encode-public/2018/05/07/9e1686cb-fe3a-4f8e-a8ca-895b819f0a44/ENCFF547KVJ.bam	low read depth			
ENCFF811RPU	bam	bam		unfiltered alignments	hg19	ENCSR594OWA	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF404NLX/, /files/ENCFF549HLL/	1288097893	ENCODE Processing Pipeline	e84f3b70e7ff0bf49e3c09cce391681d		https://www.encodeproject.org/files/ENCFF811RPU/@@download/ENCFF811RPU.bam				released	s3://encode-public/2017/09/19/175029f5-b3d3-4fdb-87b9-0d0284b728e3/ENCFF811RPU.bam	low read depth			embryonic_91_days
ENCFF267COY	bam	bam		alignments	hg19	ENCSR594OWA	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF811RPU/	1032377738	ENCODE Processing Pipeline	ab142541b7a0b0fff114ec1a2e20b6d5		https://www.encodeproject.org/files/ENCFF267COY/@@download/ENCFF267COY.bam				released	s3://encode-public/2017/09/19/dead1c86-f8eb-408b-a2b3-0f7e3fdfb522/ENCFF267COY.bam	low read depth			embryonic_91_days
ENCFF907PFQ	bam	bam		unfiltered alignments	hg19	ENCSR949JYS	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF639IUS/, /files/ENCFF807YKA/, /files/ENCFF549HLL/	1816101428	ENCODE Processing Pipeline	1c8f9074082623275f1a03cd4bf4639a		https://www.encodeproject.org/files/ENCFF907PFQ/@@download/ENCFF907PFQ.bam				released	s3://encode-public/2017/09/19/97567948-dcfe-4c77-81fe-a0a3a60bbb14/ENCFF907PFQ.bam	low read depth, low spot score			embryonic_105_days
ENCFF141FQR	bam	bam		alignments	hg19	ENCSR949JYS	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF907PFQ/	1570400820	ENCODE Processing Pipeline	9c72038fb0bbb258bbc01af27c5891dd		https://www.encodeproject.org/files/ENCFF141FQR/@@download/ENCFF141FQR.bam				released	s3://encode-public/2017/09/19/78b3493d-5ce4-4d64-8ac6-76c64a67ee28/ENCFF141FQR.bam	low read depth, low spot score			embryonic_105_days
ENCFF504WVT	bam	bam		unfiltered alignments	hg19	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_6							/files/ENCFF353FEG/, /files/ENCFF784NTC/, /files/ENCFF350TJS/, /files/ENCFF165LIK/, /files/ENCFF163YUT/, /files/ENCFF252UQF/, /files/ENCFF549HLL/	1328187030	ENCODE Processing Pipeline	eb57d7fd365bf9b8a5c9ab6008fe8e3b		https://www.encodeproject.org/files/ENCFF504WVT/@@download/ENCFF504WVT.bam				released	s3://encode-public/2017/09/19/1e10a00b-02ca-452a-985b-3cd40644767e/ENCFF504WVT.bam	low read depth, low spot score			embryonic_115_days
ENCFF772QLS	bam	bam		alignments	hg19	ENCSR062DXC	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_6							/files/ENCFF504WVT/	1079506544	ENCODE Processing Pipeline	635d94bc627c3f2161ab8c5c27ae8583		https://www.encodeproject.org/files/ENCFF772QLS/@@download/ENCFF772QLS.bam				released	s3://encode-public/2017/09/19/3bad5208-efee-4dcd-aac2-787b232060bd/ENCFF772QLS.bam	low read depth, low spot score			embryonic_115_days
ENCFF240ONX	bam	bam		unfiltered alignments	hg19	ENCSR524DWS	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF761BFW/, /files/ENCFF549HLL/	1620968032	ENCODE Processing Pipeline	4a168a3018600be61badb1e4ea94677d		https://www.encodeproject.org/files/ENCFF240ONX/@@download/ENCFF240ONX.bam				released	s3://encode-public/2017/09/19/6ae5364e-0c22-48c4-a26f-47bddad192fb/ENCFF240ONX.bam	low read depth			embryonic_120_days
ENCFF175OWH	bam	bam		alignments	hg19	ENCSR524DWS	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF240ONX/	1315264940	ENCODE Processing Pipeline	983b1e0e2e571780562dae67062af808		https://www.encodeproject.org/files/ENCFF175OWH/@@download/ENCFF175OWH.bam				released	s3://encode-public/2017/09/19/e4e9b19f-f28f-42cd-9de3-0d1bbe1b9596/ENCFF175OWH.bam	low read depth			embryonic_120_days
ENCFF463NFS	bam	bam		unfiltered alignments	hg19	ENCSR278FHC	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF025KGA/, /files/ENCFF109QYQ/, /files/ENCFF549HLL/	1478389648	ENCODE Processing Pipeline	f70df2510875de2e15a3b46ad05bbd9a		https://www.encodeproject.org/files/ENCFF463NFS/@@download/ENCFF463NFS.bam				released	s3://encode-public/2017/09/19/4374422e-4380-4540-97e6-1c62e0781e3b/ENCFF463NFS.bam	low read depth, low spot score			embryonic_nan
ENCFF526MEX	bam	bam		alignments	hg19	ENCSR278FHC	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF463NFS/	1178632458	ENCODE Processing Pipeline	4db9efc9e1bc18d68522e0f286fd2dd2		https://www.encodeproject.org/files/ENCFF526MEX/@@download/ENCFF526MEX.bam				released	s3://encode-public/2017/09/19/45a5b042-ae33-4629-9a3a-92c107a09e10/ENCFF526MEX.bam	low read depth, low spot score			embryonic_nan
ENCFF615LUT	bam	bam		unfiltered alignments	hg19	ENCSR698CUE	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_7							/files/ENCFF347UTJ/, /files/ENCFF055BON/, /files/ENCFF961ZLA/, /files/ENCFF446XVP/, /files/ENCFF914LBJ/, /files/ENCFF532NCU/, /files/ENCFF873JMK/, /files/ENCFF549HLL/	1694337903	ENCODE Processing Pipeline	30eb6a89d7faa9912a36a57cb18ad074		https://www.encodeproject.org/files/ENCFF615LUT/@@download/ENCFF615LUT.bam				released	s3://encode-public/2017/09/19/27fabb6b-d4e5-4193-b08d-793cada6d2e4/ENCFF615LUT.bam	low read depth, low spot score			embryonic_96_days
ENCFF429OVI	bam	bam		alignments	hg19	ENCSR698CUE	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_7							/files/ENCFF615LUT/	1211850772	ENCODE Processing Pipeline	27a53aafc1be210175491b87628de44a		https://www.encodeproject.org/files/ENCFF429OVI/@@download/ENCFF429OVI.bam				released	s3://encode-public/2017/09/19/d3d2b4f7-ecb9-46d6-8491-7764051b9e6f/ENCFF429OVI.bam	low read depth, low spot score			embryonic_96_days
ENCFF228YYG	bam	bam		unfiltered alignments	hg19	ENCSR270LZE	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_7							/files/ENCFF459TOT/, /files/ENCFF293FCP/, /files/ENCFF549SPM/, /files/ENCFF339JND/, /files/ENCFF203AQX/, /files/ENCFF315OYT/, /files/ENCFF982MAP/, /files/ENCFF549HLL/	1484569923	ENCODE Processing Pipeline	a2eb57156b84d9b01e6be592c76e5ea5		https://www.encodeproject.org/files/ENCFF228YYG/@@download/ENCFF228YYG.bam				released	s3://encode-public/2017/09/19/fba0e824-3982-4071-bf70-06b626e0cbd3/ENCFF228YYG.bam	low read depth, low spot score			embryonic_113_days
ENCFF032KCG	bam	bam		alignments	hg19	ENCSR270LZE	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_7							/files/ENCFF228YYG/	1199837447	ENCODE Processing Pipeline	386fea2a5ba417739a8021d241628097		https://www.encodeproject.org/files/ENCFF032KCG/@@download/ENCFF032KCG.bam				released	s3://encode-public/2017/09/19/f4e069b9-10b3-4e33-9dea-07fd2ddf90ac/ENCFF032KCG.bam	low read depth, low spot score			embryonic_113_days
ENCFF744VLK	bam	bam		unfiltered alignments	hg19	ENCSR735BIM	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF029ZYU/, /files/ENCFF549HLL/	1213524668	ENCODE Processing Pipeline	a94693621b7a808dc3341a39fa0eb6e4		https://www.encodeproject.org/files/ENCFF744VLK/@@download/ENCFF744VLK.bam				released	s3://encode-public/2017/09/19/a5eed10e-f1a4-4912-8452-21fa64d10319/ENCFF744VLK.bam	low read depth			adult_43_years
ENCFF023XQK	bam	bam		alignments	hg19	ENCSR735BIM	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF744VLK/	1018488490	ENCODE Processing Pipeline	eb33bbf948015ae956e5795139df7ad7		https://www.encodeproject.org/files/ENCFF023XQK/@@download/ENCFF023XQK.bam				released	s3://encode-public/2017/09/19/9886d83a-93fe-4b8e-889e-45be826edfd8/ENCFF023XQK.bam	low read depth			adult_43_years
ENCFF341GPV	bam	bam		unfiltered alignments	hg19	ENCSR328UMC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF998PQJ/, /files/ENCFF570XEE/, /files/ENCFF700NTG/, /files/ENCFF166XTQ/, /files/ENCFF406NNH/, /files/ENCFF568PXT/, /files/ENCFF786HIG/, /files/ENCFF549HLL/	1714037221	ENCODE Processing Pipeline	848922b44f2c1e871d360a325375471e		https://www.encodeproject.org/files/ENCFF341GPV/@@download/ENCFF341GPV.bam				released	s3://encode-public/2017/09/19/25819676-dc38-4527-a83e-64c51312ef88/ENCFF341GPV.bam	low read depth, low spot score			adult_34_years
ENCFF341CPG	bam	bam		alignments	hg19	ENCSR328UMC	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF341GPV/	1385199182	ENCODE Processing Pipeline	2081d425743b42458ae914f659236bef		https://www.encodeproject.org/files/ENCFF341CPG/@@download/ENCFF341CPG.bam				released	s3://encode-public/2017/09/19/c10e01df-2dd2-4399-9e67-631efabd2d7d/ENCFF341CPG.bam	low read depth, low spot score			adult_34_years
ENCFF121OAR	bam	bam		unfiltered alignments	hg19	ENCSR133KBX	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF789UJB/, /files/ENCFF714GGU/, /files/ENCFF549HLL/	1232893800	ENCODE Processing Pipeline	1e1c418f56e10dcfbd0f8c4eaca05a0e		https://www.encodeproject.org/files/ENCFF121OAR/@@download/ENCFF121OAR.bam				released	s3://encode-public/2017/09/19/afb98ce1-a251-4a9c-af98-eafe60c463f8/ENCFF121OAR.bam	low read depth			embryonic_107_days
ENCFF512PAT	bam	bam		alignments	hg19	ENCSR133KBX	DNase-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF121OAR/	1018841377	ENCODE Processing Pipeline	814ecc20e31b5b39af7de9551ac82761		https://www.encodeproject.org/files/ENCFF512PAT/@@download/ENCFF512PAT.bam				released	s3://encode-public/2017/09/19/a043207c-4d45-4246-bf9b-1918cc0f09f6/ENCFF512PAT.bam	low read depth			embryonic_107_days
ENCFF211DDO	bam	bam		unfiltered alignments	hg19	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF354LAX/, /files/ENCFF549HLL/	1600853596	ENCODE Processing Pipeline	d8a46b464ee1ee0a11c55d1bf8d166e6		https://www.encodeproject.org/files/ENCFF211DDO/@@download/ENCFF211DDO.bam				released	s3://encode-public/2017/09/19/db25918a-8076-414e-b69a-0b526d13d21d/ENCFF211DDO.bam	low read depth, low spot score			embryonic_87_days
ENCFF150FCA	bam	bam		alignments	hg19	ENCSR973MKT	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF211DDO/	1193662880	ENCODE Processing Pipeline	ebf73225eceefb8a1a92c65d8ece6d17		https://www.encodeproject.org/files/ENCFF150FCA/@@download/ENCFF150FCA.bam				released	s3://encode-public/2017/09/19/954f5821-0f39-4be5-8e90-23c55d28beb2/ENCFF150FCA.bam	low read depth, low spot score			embryonic_87_days
ENCFF619RSH	bam	bam		unfiltered alignments	hg19	ENCSR309FOO	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF922ZGB/, /files/ENCFF549HLL/	1252273773	ENCODE Processing Pipeline	0111e0440ec771f17963467998293804		https://www.encodeproject.org/files/ENCFF619RSH/@@download/ENCFF619RSH.bam				released	s3://encode-public/2017/09/19/f2318dcc-7727-48bc-a5d5-bd43ac89a8d2/ENCFF619RSH.bam	low read depth			embryonic_117_days
ENCFF431RLT	bam	bam		alignments	hg19	ENCSR309FOO	DNase-seq	UBERON:0000955	brain	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF619RSH/	1062579704	ENCODE Processing Pipeline	78062823dee86676e5100421b65f8185		https://www.encodeproject.org/files/ENCFF431RLT/@@download/ENCFF431RLT.bam				released	s3://encode-public/2017/09/19/cdc8054f-ec71-4286-a485-9b36ef809b61/ENCFF431RLT.bam	low read depth			embryonic_117_days
ENCFF645WLY	bam	bam		unfiltered alignments	hg19	ENCSR366EQH	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF743SDH/, /files/ENCFF004QQU/, /files/ENCFF549HLL/	1169855055	ENCODE Processing Pipeline	3dbd2ed67d3a16ecc7b84d3aa5552e06		https://www.encodeproject.org/files/ENCFF645WLY/@@download/ENCFF645WLY.bam				released	s3://encode-public/2017/09/19/f0212831-1dea-4375-b68a-3156279ac234/ENCFF645WLY.bam	low read depth			embryonic_115_days
ENCFF686IPU	bam	bam		alignments	hg19	ENCSR366EQH	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF645WLY/	910597861	ENCODE Processing Pipeline	b7ecd779ff57777e990abb3e425a5ae7		https://www.encodeproject.org/files/ENCFF686IPU/@@download/ENCFF686IPU.bam				released	s3://encode-public/2017/09/19/43291a05-032b-4ff1-a0fe-d4a6271a5f16/ENCFF686IPU.bam	low read depth			embryonic_115_days
ENCFF245OEE	bam	bam		unfiltered alignments	hg19	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF078VIJ/, /files/ENCFF696VPH/, /files/ENCFF549HLL/	1332881160	ENCODE Processing Pipeline	90bd371e803360ad7d1269c26466d7dc		https://www.encodeproject.org/files/ENCFF245OEE/@@download/ENCFF245OEE.bam				released	s3://encode-public/2017/09/19/1cf19a8f-257f-4d09-8c31-f5ea83e6ebd0/ENCFF245OEE.bam	low read depth, low spot score			embryonic_101_days
ENCFF229SBH	bam	bam		alignments	hg19	ENCSR356QCD	DNase-seq	UBERON:0001499	muscle of arm	tissue	Homo sapiens											DNA						2013-07-31	Roadmap				1	1_3							/files/ENCFF245OEE/	1016534209	ENCODE Processing Pipeline	ee3e67ed6f721a694a74189d3fb1f172		https://www.encodeproject.org/files/ENCFF229SBH/@@download/ENCFF229SBH.bam				released	s3://encode-public/2017/09/19/ebee0ef5-c166-40dd-940d-f428d52a7eef/ENCFF229SBH.bam	low read depth, low spot score			embryonic_101_days
